Employee Code,First Name,Middle Name,Last Name,Date of Birth,Gender,Email Address,Phone Number,Emergency Contact,Address,Highest Degree,Field of Study,Relation With Employee,Relation Contact,Date of Join,Job Title,Department,Employment Type,Monthly Salary,Annual CTC,Pay Grade,Bonus,Benefits,Total Benefit Cost,Budget Allocation,Final Payout,Employee Satisfaction,Engagement Score,Performance
E10548,Tanya,Ojas,Aggarwal,1993-01-24,Female,tanya.aggarwal@gmail.com,9173080663,9216812633,"023, Devan Circle, Kottayam, Chhattisgarh, 145000, India",Bachelor's,Finance,Father,9382065203,2019-02-26,Finance Manager,Finance,Part-time,58524.45,702293.3999999999,C,58524.45,Remote Work,2000,720000,762817.8499999999,3.29,1.55,3.24
E10549,Biju,Lakshit,Sha,1997-06-06,Female,biju.sha@gmail.com,9704657410,9990183633,"H.No. 63
Dugar Street, South Dumdum, Gujarat, 366167, India",Bachelor's,Engineering,Aunty,9345142861,2022-11-23,System Architect,Engineering,Part-time,58945.71,707348.52,C,58945.71,"Paid Time Off, Travel Allowance, Remote Work",13000,720000,779294.23,4.42,2.08,2.98
E10550,Rhea,Shaan,Tella,1992-06-26,Female,rhea.tella@gmail.com,9532107867,9812674959,"H.No. 09, Jaggi Nagar, Bhind, Haryana, 159726, India",Master's,Marketing,Aunty,9900344047,2024-05-08,Content Strategist,Marketing,Contract,61993.08,743916.96,C,61993.08,"Travel Allowance, Remote Work",8000,900000,813910.0399999999,2.63,3.45,4.46
E10551,Mehul,Siya,Thaker,1998-11-13,Female,mehul.thaker@gmail.com,9147242621,9728730462,"H.No. 899, Bedi Street, Kharagpur, Assam, 986255, India",PhD,Finance,Sister,9211384171,2016-12-25,Finance Manager,Finance,Full-time,149875.73,1798508.7600000002,A,149875.73,Paid Time Off,5000,1800000,1953384.4900000002,3.2,2.8,3.86
E10552,Renee,Alisha,Sabharwal,1992-09-27,Female,renee.sabharwal@gmail.com,9723089062,9980000674,"30
Dora Zila, Tadepalligudem, Mizoram, 781801, India",Master's,Sales,Father,9694659486,2019-07-31,Sales Manager,Sales,Full-time,146195.56,1754346.72,A,146195.56,"Remote Work, Education Assistance, Health Insurance, Stock Options",31000,1800000,1931542.28,3.07,3.26,2.86
E10553,Jayant,Samar,Ganesh,1971-09-21,Female,jayant.ganesh@gmail.com,9501541373,9218790135,"H.No. 94, Bumb, Dewas, Haryana, 927510, India",Bachelor's,Computer Science,Mother,9461019499,2024-05-06,DevOps Engineer,Engineering,Intern,18620.67,223448.03999999998,D,18620.67,Travel Allowance,6000,240000,248068.70999999996,3.6,2.35,2.11
E10554,Hunar,Akarsh,Ray,2000-02-01,Female,hunar.ray@gmail.com,9260302052,9613460035,"80
Dalal Path, Cuttack, West Bengal, 641287, India",PhD,Marketing,Uncle,9510018358,2019-12-16,Brand Manager,Marketing,Full-time,89895.97,1078751.6400000001,B,89895.97,"Stock Options, Travel Allowance, Education Assistance, Retirement Plan, Free Meals",40000,1200000,1208647.61,2.09,1.93,4.25
E10555,Miraan,Lavanya,Dara,1995-12-28,Female,miraan.dara@gmail.com,9800653713,9794303969,"H.No. 439
Baria Street, Jaipur, West Bengal, 336558, India",Master's,Sales,Brother,9776672836,2024-02-19,Sales Coordinator,Sales,Intern,17690.88,212290.56,D,17690.88,Education Assistance,7000,216000,236981.44,2.7,1.97,4.57
E10556,Badal,Tushar,Datta,2000-12-03,Female,badal.datta@gmail.com,9788698317,9562119305,"95/76
Khalsa Street, Nagpur, Tripura, 234719, India",PhD,Business Administration,Brother,9838032871,2024-06-23,HR Manager,HR,Intern,20066.11,240793.32,D,20066.11,"Travel Allowance, Education Assistance",13000,264000,273859.43,3.3,3.02,3.79
E10557,Vritika,Zaina,Cherian,1976-10-03,Female,vritika.cherian@gmail.com,9945107242,9527223259,"90, Ahuja Ganj, Amritsar, Tripura, 283070, India",PhD,Finance,Aunty,9241902216,2017-11-14,Accountant,Finance,Full-time,58962.73,707552.76,C,58962.73,Travel Allowance,6000,720000,772515.49,2.2,4.05,2.87
E10558,Mohanlal,Ryan,Raju,1970-06-08,Female,mohanlal.raju@gmail.com,9069876938,9447445437,"H.No. 95
Gole Path, Begusarai, Telangana, 148500, India",PhD,Engineering,Father,9506638416,2024-03-26,System Architect,Engineering,Intern,20747.97,248975.64,D,20747.97,"Education Assistance, Travel Allowance",13000,264000,282723.61,2.07,2.34,3.4
E10559,Yasmin,Mehul,Viswanathan,1988-08-28,Female,yasmin.viswanathan@gmail.com,9182774579,9176353967,"21/32, Das, Ujjain, Karnataka, 347000, India",Bachelor's,Engineering,Uncle,9164934353,2020-11-29,Software Engineer,Engineering,Full-time,96722.56,1160670.72,B,96722.56,"Free Meals, Retirement Plan, Travel Allowance, Paid Time Off, Gym Membership, Remote Work, Stock Options, Education Assistance",50000,1200000,1307393.28,4.53,4.17,4.69
E10560,Pihu,Aarush,Chahal,1969-05-24,Female,pihu.chahal@gmail.com,9958180226,9198660041,"96
Kadakia Street, Bidar, Himachal Pradesh, 409677, India",PhD,Sales,Brother,9044163955,2024-03-24,Sales Manager,Sales,Contract,84013.43,1008161.1599999999,B,84013.43,"Travel Allowance, Remote Work",8000,1080000,1100174.5899999999,3.06,2.67,4.19
E10561,Shlok,Madhup,Loke,2001-04-29,Female,shlok.loke@gmail.com,9155781887,9218251549,"764, Baral Road, Guntakal, Manipur, 740169, India",Master's,Marketing,Father,9427671210,2023-09-02,Brand Manager,Marketing,Contract,65241.81,782901.72,C,65241.81,"Travel Allowance, Health Insurance",18000,900000,866143.53,4.77,2.94,3.12
E10562,Darshit,Charvi,Mahajan,1969-11-11,Female,darshit.mahajan@gmail.com,9343000665,9661687934,"H.No. 398
Madan Street, Danapur, Odisha, 200724, India",Bachelor's,Sales,Brother,9454836969,2019-12-18,Sales Coordinator,Sales,Full-time,72956.41,875476.92,C,72956.41,"Free Meals, Education Assistance, Health Insurance, Remote Work, Travel Allowance, Paid Time Off, Retirement Plan",49000,960000,997433.3300000001,4.02,1.65,3.83
E10563,Alia,Veer,Deshmukh,1984-12-12,Female,alia.deshmukh@gmail.com,9540659335,9318251494,"52/67, Bhatia, Alwar, Maharashtra, 272974, India",PhD,Finance,Brother,9694568524,2024-06-15,Accountant,Finance,Intern,14443.85,173326.2,D,14443.85,Travel Allowance,6000,180000,193770.05000000002,4.66,2.68,3.94
E10564,Shamik,Nitara,Viswanathan,1983-06-18,Female,shamik.viswanathan@gmail.com,9934601917,9055555266,"15/065, Sem Nagar, Rourkela, Jharkhand, 243483, India",Bachelor's,Sales,Father,9743411215,2023-08-18,Sales Coordinator,Sales,Contract,46658.42,559901.04,D,46658.42,Health Insurance,12000,720000,618559.4600000001,2.18,3.68,4.43
E10565,Hansh,Jivika,Saran,1981-02-01,Female,hansh.saran@gmail.com,9858488213,9970379251,"54/17
Taneja Ganj, Delhi, Uttar Pradesh, 186160, India",Bachelor's,Business Administration,Sister,9209930082,2021-12-01,Recruiter,HR,Part-time,46806.35,561676.2,D,46806.35,"Remote Work, Paid Time Off, Travel Allowance",13000,600000,621482.5499999999,2.66,3.12,2.55
E10566,Mehul,Vardaniya,Hari,1991-08-18,Female,mehul.hari@gmail.com,9951636351,9115205277,"10/391, Mallick Chowk, Gurgaon, West Bengal, 179306, India",Master's,Computer Science,Brother,9999820854,2022-10-11,DevOps Engineer,Engineering,Full-time,98053.7,1176644.4,B,98053.7,"Travel Allowance, Gym Membership, Health Insurance, Remote Work, Education Assistance, Retirement Plan, Stock Options",55000,1200000,1329698.0999999999,1.82,2.09,2.24
E10567,Badal,Anya,Dhawan,1973-10-21,Female,badal.dhawan@gmail.com,9117602361,9398966184,"88/17
Bawa Zila, Serampore, Meghalaya, 853297, India",Bachelor's,Finance,Sister,9755883937,2023-11-08,Financial Analyst,Finance,Contract,58981.82,707781.84,C,58981.82,"Remote Work, Health Insurance, Travel Allowance",20000,720000,786763.6599999999,1.11,1.28,2.26
E10568,Ishita,Raunak,Din,2005-09-27,Female,ishita.din@gmail.com,9009250831,9033534444,"H.No. 294
Iyer Road, Alwar, Karnataka, 384708, India",Master's,Marketing,Sister,9933029141,2018-06-17,SEO Specialist,Marketing,Part-time,31486.27,377835.24,D,31486.27,"Remote Work, Travel Allowance, Paid Time Off",13000,480000,422321.51,1.15,4.72,3.47
E10569,Samar,Azad,Sathe,2002-03-14,Female,samar.sathe@gmail.com,9702766831,9962125632,"58/60
Rastogi Ganj, Jamalpur, Madhya Pradesh, 156420, India",Bachelor's,Computer Science,Father,9967571931,2019-06-25,Software Engineer,Engineering,Part-time,46633.98,559607.76,D,46633.98,"Remote Work, Travel Allowance, Paid Time Off",13000,600000,619241.74,3.33,2.81,2.04
E10570,Anay,Ranbir,Chopra,1989-04-29,Female,anay.chopra@gmail.com,9664460371,9011935344,"60/306
Doctor Ganj, Darbhanga, Gujarat, 583461, India",PhD,Finance,Mother,9660633188,2023-04-13,Accountant,Finance,Contract,36951.82,443421.83999999997,D,36951.82,Remote Work,2000,480000,482373.66,4.91,2.02,2.97
E10571,Romil,Anika,Gill,2006-01-16,Female,romil.gill@gmail.com,9721585363,9588604923,"248, Zacharia Street, Bhind, West Bengal, 451432, India",Bachelor's,Business Administration,Brother,9326479639,2024-05-27,HR Manager,HR,Intern,20980.66,251767.91999999998,D,20980.66,Education Assistance,7000,264000,279748.57999999996,3.01,3.98,3.34
E10572,Amira,Kashvi,Varty,1983-05-20,Female,amira.varty@gmail.com,9908256167,9882696237,"H.No. 31, Vohra Road, Jodhpur, Gujarat, 912587, India",Master's,Computer Science,Aunty,9636512955,2024-06-18,DevOps Engineer,Engineering,Intern,19123.13,229477.56,D,19123.13,"Travel Allowance, Education Assistance",13000,240000,261600.69,3.31,3.96,3.86
E10573,Vardaniya,Umang,Setty,1968-12-04,Female,vardaniya.setty@gmail.com,9747929406,9649565444,"H.No. 10, Bhavsar Road, Noida, Punjab, 533699, India",Master's,Marketing,Aunty,9800441550,2022-03-21,Marketing Manager,Marketing,Full-time,109756.25,1317075.0,A,109756.25,"Retirement Plan, Stock Options",25000,1800000,1451831.25,3.28,2.27,4.59
E10574,Dhruv,Kabir,Taneja,1972-02-16,Female,dhruv.taneja@gmail.com,9783648529,9598946542,"97/38, Trivedi Chowk, Bhimavaram, Meghalaya, 999975, India",PhD,Computer Science,Brother,9012597507,2024-05-03,DevOps Engineer,Engineering,Intern,19853.97,238247.64,D,19853.97,"Travel Allowance, Education Assistance",13000,240000,271101.61,1.05,3.47,3.91
E10575,Inaaya ,Misha,Ram,2000-11-10,Female,inaaya .ram@gmail.com,9040474155,9980386414,"H.No. 713, Vaidya Street, Gangtok, Andhra Pradesh, 295591, India",PhD,Engineering,Aunty,9196919153,2023-12-11,QA Engineer,Engineering,Contract,44035.82,528429.84,D,44035.82,"Travel Allowance, Remote Work, Health Insurance",20000,720000,592465.6599999999,4.57,2.69,2.35
E10576,Ehsaan,Riya,Aggarwal,1970-01-28,Female,ehsaan.aggarwal@gmail.com,9308378477,9500932645,"60/570
Hans Marg, Srikakulam, Chhattisgarh, 764738, India",Master's,Sales,Aunty,9594108561,2020-07-19,Account Manager,Sales,Full-time,93142.48,1117709.76,B,93142.48,"Free Meals, Gym Membership, Remote Work, Retirement Plan, Paid Time Off, Stock Options, Health Insurance, Travel Allowance",55000,1200000,1265852.24,1.08,4.04,3.75
E10577,Tiya,Zaina,Chaudhari,1983-07-08,Female,tiya.chaudhari@gmail.com,9107283182,9875362481,"H.No. 010, Varkey Chowk, Mysore, Rajasthan, 013354, India",PhD,Sales,Mother,9444465086,2024-06-08,Sales Manager,Sales,Intern,21234.77,254817.24,D,21234.77,Education Assistance,7000,264000,283052.01,3.02,3.28,4.88
E10578,Purab,Aaryahi,Halder,1983-09-11,Female,purab.halder@gmail.com,9601877960,9456231924,"H.No. 529
Kalla Nagar, Jamshedpur, Tamil Nadu, 933533, India",PhD,Marketing,Father,9785473377,2020-06-20,SEO Specialist,Marketing,Full-time,68745.3,824943.6000000001,C,68745.3,"Free Meals, Paid Time Off, Health Insurance, Retirement Plan",34000,960000,927688.9000000001,2.7,4.75,4.45
E10579,Anay,Samaira,Tara,1993-07-29,Female,anay.tara@gmail.com,9879345308,9750726147,"H.No. 678
Gara Ganj, Siwan, Punjab, 508945, India",Master's,Engineering,Sister,9772833302,2015-02-19,DevOps Engineer,Engineering,Part-time,44774.09,537289.08,D,44774.09,"Remote Work, Travel Allowance, Paid Time Off",13000,600000,595063.1699999999,2.07,4.67,3.95
E10580,Neysa,Anvi,Hari,1987-07-14,Female,neysa.hari@gmail.com,9816143536,9102954398,"218
Kumer Nagar, Gwalior, Himachal Pradesh, 829399, India",Master's,Marketing,Mother,9876273122,2015-11-10,SEO Specialist,Marketing,Part-time,35840.01,430080.12,D,35840.01,"Paid Time Off, Remote Work, Travel Allowance",13000,480000,478920.13,2.47,2.92,4.43
E10581,Trisha,Jhanvi,Sant,1985-09-10,Female,trisha.sant@gmail.com,9115228870,9777047848,"60/12
Madan Circle, Motihari, Kerala, 899277, India",Bachelor's,Engineering,Mother,9870459273,2016-05-10,System Architect,Engineering,Full-time,124145.84,1489750.08,A,124145.84,"Remote Work, Stock Options, Health Insurance",24000,1800000,1637895.9200000002,4.91,4.28,3.11
E10582,Arnav,Charvi,Sane,1999-08-28,Female,arnav.sane@gmail.com,9643176665,9564005271,"48/371
Malhotra Ganj, Dhanbad, Kerala, 709152, India",Bachelor's,Business Administration,Uncle,9187834357,2024-07-20,HR Specialist,HR,Intern,12862.09,154345.08000000002,D,12862.09,Travel Allowance,6000,180000,173207.17,2.21,4.12,4.61
E10583,Mamooty,Advik,Bedi,1994-01-18,Female,mamooty.bedi@gmail.com,9745410865,9462687966,"66/03
Subramaniam Path, Kurnool, Kerala, 652189, India",Master's,Computer Science,Brother,9900475428,2020-08-12,System Architect,Engineering,Part-time,50639.96,607679.52,C,50639.96,"Paid Time Off, Travel Allowance",11000,720000,669319.48,4.39,4.46,4.08
E10584,Anika,Keya,Handa,1980-06-22,Female,anika.handa@gmail.com,9039969457,9741607424,"593, Bath Chowk, Pimpri-Chinchwad, Telangana, 781350, India",Master's,Engineering,Brother,9433387858,2024-02-05,DevOps Engineer,Engineering,Contract,74737.55,896850.6000000001,C,74737.55,"Health Insurance, Remote Work, Travel Allowance",20000,900000,991588.1500000001,2.85,3.36,2.68
E10585,Vidur,Nakul,Shanker,1997-06-05,Female,vidur.shanker@gmail.com,9379325639,9725139116,"H.No. 243
Lanka Circle, Sirsa, Telangana, 485099, India",PhD,Marketing,Brother,9349052737,2016-11-04,Brand Manager,Marketing,Full-time,89461.88,1073542.56,B,89461.88,"Remote Work, Retirement Plan, Stock Options, Free Meals, Gym Membership, Paid Time Off, Travel Allowance, Health Insurance",55000,1200000,1218004.44,4.12,4.5,3.32
E10586,Shayak,Saira,Varma,1971-01-06,Female,shayak.varma@gmail.com,9122455690,9978044884,"89/55, Mani Marg, Rajkot, Bihar, 368714, India",Bachelor's,Marketing,Aunty,9076489377,2024-02-03,Brand Manager,Marketing,Contract,70037.4,840448.7999999999,C,70037.4,"Travel Allowance, Health Insurance",18000,900000,928486.2,4.85,1.24,4.82
E10587,Ayesha,Rania,Sampath,1990-06-01,Female,ayesha.sampath@gmail.com,9168785423,9574855214,"52
Ganesh Zila, Begusarai, Madhya Pradesh, 668658, India",Master's,Computer Science,Sister,9637398848,2016-04-16,System Architect,Engineering,Full-time,136609.5,1639314.0,A,136609.5,"Retirement Plan, Remote Work, Free Meals",19000,1800000,1794923.5,3.69,4.67,2.69
E10588,Dhruv,Purab,Sundaram,1986-09-15,Female,dhruv.sundaram@gmail.com,9980553047,9777820666,"261, Chander Circle, Medininagar, West Bengal, 550849, India",Bachelor's,Marketing,Father,9254734164,2023-09-12,SEO Specialist,Marketing,Contract,55805.64,669667.6799999999,C,55805.64,Remote Work,2000,720000,727473.32,1.1,4.88,2.51
E10589,Shanaya,Kartik,Sidhu,1996-05-18,Female,shanaya.sidhu@gmail.com,9161264564,9049570150,"78/352
Dutt Ganj, Ratlam, Arunachal Pradesh, 935432, India",Master's,Engineering,Mother,9367231771,2024-03-28,DevOps Engineer,Engineering,Intern,18582.96,222995.52,D,18582.96,"Education Assistance, Travel Allowance",13000,240000,254578.47999999998,1.95,3.27,3.13
E10590,Mohanlal,Mehul,Chand,2002-11-01,Female,mohanlal.chand@gmail.com,9316487855,9140702215,"44/87
Solanki Ganj, Panchkula, Mizoram, 682200, India",Bachelor's,Computer Science,Mother,9678968996,2017-04-09,System Architect,Engineering,Part-time,54184.28,650211.36,C,54184.28,"Paid Time Off, Remote Work",7000,720000,711395.64,1.19,3.28,4.18
E10591,Taimur,Sumer,Shankar,2005-03-14,Female,taimur.shankar@gmail.com,9173804670,9286332376,"32/433
Basak Zila, Thanjavur, Uttar Pradesh, 180831, India",PhD,Sales,Aunty,9335773137,2019-05-23,Sales Manager,Sales,Full-time,114129.86,1369558.32,A,114129.86,"Gym Membership, Free Meals, Paid Time Off, Stock Options, Travel Allowance",26000,1800000,1509688.1800000002,2.38,4.49,3.33
E10592,Madhav,Mamooty,Chacko,1970-08-21,Male,madhav.chacko@gmail.com,9794483688,9053205520,"23/70, Thaman Street, Ranchi, Tripura, 145735, India",Master's,Business Administration,Mother,9078217447,2019-11-07,HR Specialist,HR,Part-time,26727.75,320733.0,D,26727.75,Remote Work,2000,360000,349460.75,3.32,1.79,3.85
E10593,Saira,Khushi,Dhingra,1987-07-26,Female,saira.dhingra@gmail.com,9327449824,9298496401,"76
Choudhry Road, Patna, Punjab, 166259, India",Master's,Engineering,Sister,9662154299,2014-09-05,QA Engineer,Engineering,Part-time,38245.2,458942.39999999997,D,38245.2,Remote Work,2000,480000,499187.6,4.66,1.79,2.01
E10594,Bhavin,Charvi,Sha,1978-04-09,Female,bhavin.sha@gmail.com,9252975564,9773122237,"559, Bumb Nagar, Amaravati, Nagaland, 054930, India",PhD,Finance,Uncle,9706728287,2023-07-31,Accountant,Finance,Contract,36400.1,436801.19999999995,D,36400.1,Remote Work,2000,480000,475201.29999999993,3.04,4.11,3.42
E10595,Yasmin,Vivaan,Bail,1970-08-23,Female,yasmin.bail@gmail.com,9278154040,9887727875,"H.No. 299
Karan Marg, Bharatpur, Bihar, 641571, India",Bachelor's,Sales,Sister,9864779135,2016-02-09,Sales Manager,Sales,Part-time,50917.73,611012.76,C,50917.73,"Travel Allowance, Paid Time Off",11000,720000,672930.49,1.85,3.2,3.16
E10596,Akarsh,Oorja,Wali,1976-07-16,Female,akarsh.wali@gmail.com,9340718310,9156112206,"612
Dada Street, Agra, Tamil Nadu, 662591, India",Bachelor's,Finance,Brother,9115565428,2023-11-26,Controller,Finance,Contract,64478.58,773742.96,C,64478.58,"Remote Work, Health Insurance",14000,900000,852221.5399999999,4.3,2.44,2.2
E10597,Manikya,Neelofar,Khanna,1992-03-27,Female,manikya.khanna@gmail.com,9688064692,9408738206,"H.No. 36
Tella Ganj, Tiruchirappalli, Bihar, 699492, India",PhD,Marketing,Father,9855333827,2024-04-02,Content Strategist,Marketing,Intern,18476.69,221720.27999999997,D,18476.69,"Travel Allowance, Education Assistance",13000,240000,253196.96999999997,2.98,1.94,4.38
E10598,Mohanlal,Zain,Babu,2004-04-10,Female,mohanlal.babu@gmail.com,9296900465,9490309748,"H.No. 94
Varty Marg, Kozhikode, Odisha, 426201, India",Bachelor's,Computer Science,Aunty,9032547666,2024-07-05,DevOps Engineer,Engineering,Intern,18837.88,226054.56,D,18837.88,Education Assistance,7000,240000,251892.44,2.38,1.73,2.5
E10599,Abram,Ira,Sen,1996-06-16,Male,abram.sen@gmail.com,9454733895,9946269173,"31
Kamdar Street, Kakinada, Punjab, 804227, India",PhD,Business Administration,Mother,9803132018,2024-07-27,HR Manager,HR,Contract,83213.24,998558.8800000001,B,83213.24,Health Insurance,12000,1080000,1093772.12,3.3,2.5,2.21
E10600,Kismat,Rania,Sampath,2002-07-22,Female,kismat.sampath@gmail.com,9660096046,9045903695,"02/10, Deshmukh Path, Raipur, Chhattisgarh, 293825, India",Bachelor's,Finance,Sister,9862343648,2024-07-05,Accountant,Finance,Intern,12408.26,148899.12,D,12408.26,"Education Assistance, Travel Allowance",13000,180000,174307.38,3.34,2.09,3.7
E10601,Shray,Dharmajan,Dara,1996-10-11,Female,shray.dara@gmail.com,9981772217,9932652908,"34/92
Basu Street, Ratlam, Goa, 817572, India",Bachelor's,Computer Science,Sister,9463564930,2023-05-14,Software Engineer,Engineering,Contract,70035.68,840428.1599999999,C,70035.68,Travel Allowance,6000,900000,916463.8399999999,4.2,3.6,2.14
E10602,Indranil,Miraya,Chaudhary,1995-01-01,Female,indranil.chaudhary@gmail.com,9819875835,9189553812,"29/168, Sant Chowk, Allahabad, Bihar, 728159, India",Master's,Sales,Sister,9900705694,2023-07-05,Sales Executive,Sales,Part-time,29068.96,348827.52,D,29068.96,Remote Work,2000,360000,379896.48000000004,3.21,2.38,2.14
E10603,Ela,Prisha,Sridhar,1995-11-21,Female,ela.sridhar@gmail.com,9293960550,9784293875,"44
Manne Nagar, Jalna, Goa, 341229, India",Bachelor's,Computer Science,Father,9187126320,2017-03-10,Software Engineer,Engineering,Full-time,90119.84,1081438.08,B,90119.84,Health Insurance,12000,1200000,1183557.9200000002,2.31,4.78,4.64
E10604,Veer,Samiha,Gour,1998-09-11,Male,veer.gour@gmail.com,9255062085,9931818073,"H.No. 78
Goyal Road, Gopalpur, Telangana, 070376, India",PhD,Marketing,Aunty,9373192816,2024-06-06,Marketing Manager,Marketing,Intern,20717.03,248604.36,D,20717.03,"Education Assistance, Travel Allowance",13000,264000,282321.39,1.86,1.78,2.51
E10605,Pari,Ehsaan,Deo,1987-03-27,Female,pari.deo@gmail.com,9171928495,9960659326,"H.No. 668, Edwin Zila, Siliguri, Uttarakhand, 489973, India",Master's,Finance,Brother,9491360834,2024-04-22,Financial Analyst,Finance,Intern,15845.53,190146.36000000002,D,15845.53,Travel Allowance,6000,216000,211991.89,2.48,3.47,2.38
E10606,Zoya,Badal,Sharma,1971-01-05,Female,zoya.sharma@gmail.com,9272073133,9516133737,"98/49
Sandal Circle, Srikakulam, Kerala, 194651, India",Master's,Engineering,Brother,9105683733,2024-04-07,System Architect,Engineering,Intern,21104.33,253251.96000000002,D,21104.33,"Education Assistance, Travel Allowance",13000,264000,287356.29000000004,1.64,3.18,4.81
E10607,Parinaaz,Ela,Sandal,1993-08-13,Female,parinaaz.sandal@gmail.com,9193902159,9363993436,"49, Singh Marg, Dharmavaram, Himachal Pradesh, 559026, India",Master's,Finance,Father,9477967323,2024-05-18,Accountant,Finance,Intern,10520.68,126248.16,D,10520.68,Education Assistance,7000,180000,143768.84,3.96,1.71,3.32
E10608,Gokul,Akarsh,Baral,1987-09-08,Female,gokul.baral@gmail.com,9698796391,9147145915,"H.No. 560, Bhakta Ganj, Belgaum, Tripura, 101816, India",PhD,Finance,Aunty,9690556683,2023-03-31,Accountant,Finance,Contract,33388.86,400666.32,D,33388.86,"Remote Work, Health Insurance, Travel Allowance",20000,480000,454055.18,1.32,3.08,2.2
E10609,Anay,Aniruddh,Singhal,2000-06-14,Female,anay.singhal@gmail.com,9368061948,9923824303,"H.No. 370
Shankar Path, Sambalpur, Rajasthan, 977085, India",Master's,Sales,Father,9200443991,2016-10-04,Sales Coordinator,Sales,Part-time,34743.87,416926.44000000006,D,34743.87,"Remote Work, Paid Time Off",7000,480000,458670.31000000006,2.35,3.12,3.41
E10610,Aaryahi,Kanav,Mander,2003-09-18,Female,aaryahi.mander@gmail.com,9366214603,9741100097,"19/274, Subramaniam Path, Panihati, Manipur, 776713, India",Master's,Sales,Aunty,9050798432,2023-08-16,Sales Executive,Sales,Contract,34563.87,414766.44000000006,D,34563.87,"Travel Allowance, Health Insurance, Remote Work",20000,480000,469330.31000000006,3.0,1.17,4.56
E10611,Advika,Saira,Chana,2000-08-03,Female,advika.chana@gmail.com,9266278611,9869825910,"H.No. 97
Deol, Kavali, Goa, 309272, India",Master's,Business Administration,Father,9757009603,2024-01-14,HR Coordinator,HR,Contract,42178.13,506137.55999999994,D,42178.13,"Remote Work, Health Insurance, Travel Allowance",20000,720000,568315.69,3.68,1.95,4.59
E10612,Sahil,Uthkarsh,Bhardwaj,2006-05-21,Female,sahil.bhardwaj@gmail.com,9209881279,9656046220,"30, Krishna Ganj, Raipur, Sikkim, 851668, India",PhD,Computer Science,Uncle,9698330221,2024-04-23,System Architect,Engineering,Intern,21835.52,262026.24,D,21835.52,"Travel Allowance, Education Assistance",13000,264000,296861.76,3.48,3.15,2.46
E10613,Baiju,Renee,Rau,1969-08-30,Female,baiju.rau@gmail.com,9649342990,9495322307,"71/908, Gour Zila, Rajpur Sonarpur, Uttar Pradesh, 191300, India",Master's,Finance,Sister,9602665576,2024-03-10,Accountant,Finance,Intern,10055.14,120661.68,D,10055.14,"Travel Allowance, Education Assistance",13000,180000,143716.82,3.56,4.46,2.0
E10614,Samarth,Samiha,Uppal,2000-05-31,Female,samarth.uppal@gmail.com,9273967545,9540042437,"30/815
Kannan, Bijapur, Sikkim, 537439, India",PhD,Sales,Aunty,9875335643,2024-01-15,Sales Manager,Sales,Contract,84175.15,1010101.7999999999,B,84175.15,"Travel Allowance, Health Insurance",18000,1080000,1112276.95,2.05,2.57,2.02
E10615,Shlok,Miraan,Garde,2004-08-08,Female,shlok.garde@gmail.com,9618601652,9399327184,"H.No. 77, Bhakta Chowk, Durgapur, Manipur, 932048, India",Master's,Engineering,Mother,9445877619,2024-05-13,QA Engineer,Engineering,Contract,49204.46,590453.52,D,49204.46,"Travel Allowance, Remote Work",8000,720000,647657.98,2.32,3.88,2.48
E10616,Yakshit,Trisha,Sha,1994-06-24,Female,yakshit.sha@gmail.com,9836189444,9978106559,"H.No. 387
Saran Road, Ahmednagar, Arunachal Pradesh, 882152, India",Master's,Engineering,Mother,9101383307,2024-03-16,QA Engineer,Engineering,Intern,16414.12,196969.44,D,16414.12,Travel Allowance,6000,216000,219383.56,4.95,2.57,2.91
E10617,Raunak,Anika,Subramanian,1997-11-10,Female,raunak.subramanian@gmail.com,9520590870,9085550768,"H.No. 465, Thaman Road, Satna, Jharkhand, 517128, India",Master's,Sales,Aunty,9836047212,2024-05-05,Sales Executive,Sales,Contract,39589.56,475074.72,D,39589.56,Remote Work,2000,480000,516664.27999999997,1.29,4.8,4.01
E10618,Ahana ,Rania,Konda,1970-10-01,Female,ahana .konda@gmail.com,9436433517,9307039844,"34/21
Sathe Chowk, Sikar, Telangana, 318557, India",Master's,Engineering,Mother,9316214085,2015-07-11,System Architect,Engineering,Part-time,58187.29,698247.48,C,58187.29,"Paid Time Off, Remote Work, Travel Allowance",13000,720000,769434.77,2.12,3.2,4.86
E10619,Nirvaan,Tarini,Deol,1981-07-29,Female,nirvaan.deol@gmail.com,9168311941,9662269419,"407, Wason Marg, Giridih, Tamil Nadu, 700874, India",PhD,Marketing,Aunty,9492377219,2016-06-18,Brand Manager,Marketing,Part-time,43634.41,523612.92000000004,D,43634.41,Paid Time Off,5000,600000,572247.3300000001,1.64,1.68,3.56
E10620,Kashvi,Madhav,Rau,2006-04-25,Female,kashvi.rau@gmail.com,9849246864,9173213107,"47
Chaudhuri Zila, Singrauli, Uttarakhand, 739268, India",PhD,Business Administration,Mother,9258011091,2024-07-18,HR Specialist,HR,Intern,14842.35,178108.2,D,14842.35,"Travel Allowance, Education Assistance",13000,180000,205950.55000000002,4.43,3.04,3.91
